id;pdfUrl;ref;author;recipient;title;placeId;placeName;date1;date2;date3;document;description;createdAt;updatedAt
497;1853187000497;BR APPR PB 001;LOPES, Joaquim Francisco – [diretor do aldeamento de São Jerônimo];[NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná];Comunica o seu descontentamento com a demissão do administrador do aldeamento de São Jerônimo, que era de sua inteira confi ança.;1;Aldeamento de São Jerônimo (PR);;;;Microfilme: rolo 749, flash 11, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
498;1853187000498;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;"Informa que algumas pessoas do aldeamento do Pirapó (PR) foram até o aldeamento de São Pedro de Alcântara (PR) para se abastecerem de mantimentos -  informa, também, sobre uma desavença entre os índios e um africano chamado Ambrósio.";1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 759, flash 17, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
499;1853187000499;BR APPR PB 001;DUTRA, Frutuoso Antônio de Moraes – intérprete dos índios Coroados*;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita aumento de seus vencimentos anuais para um conto e duzentos mil réis.;1;Curitiba (PR);;;;Microfilme: rolo 778, flash 3, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
500;1853187000500;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Autoriza a compra de cinco espingardas, cinco libras de pólvora, 20 de chumbo e cinco caixas de espoletas para municiar o intérprete dos indígenas e mais quatro indivíduos em exploração ao toldo* dos Coroados*.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
501;1853187000501;BR APPR PB 001;SIQUEIRA, João Antônio de – administrador em comissão do aldeamento de Nossa Senhora do Loreto do Pirapó;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa as condições do aldeamento após o ataque dos índios Coroados*, tendo sido morta uma índia desse grupo pelo cacique* Pay, um índio Kaiowa*.;1;Aldeamento de Nossa Senhora do Loreto do Pirapó (PR);;;;Microfilme: rolo 759, flash 10, cx. 4;Ver também os verbetes 0483, 0484, 0486, 0488, 0489 e 0495.;2024-11-18 22:55:31;2024-11-18 22:55:31
502;1853187000502;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomaz José] – diretor [da colônia militar] do Jataí;Solicita a concessão de duas praças* destacadas na colônia do Jataí (PR) para o intérprete dos índios Coroados*, Frutuoso Antônio de Moraes Dutra, sempre que este sair a serviço da catequese.;1;Curitiba (PR);;;;Original;Ver também o verbete 0524.;2024-11-18 22:55:31;2024-11-18 22:55:31
503;1853187000503;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica que ordenou o pagamento da quantia dada pelo delegado de polícia de Castro (PR) ao intérprete dos índios Coroados* para alimentação destes.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
504;1853187000504;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Autoriza a contratação, em regime de urgência, de cinco assalariados para o aldeamento de São Jerônimo (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
505;1853187000505;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica que ordenou a entrega de quantia ao intérprete dos índios Coroados* para as despesas do regresso de alguns deles que ainda estão em [Curitiba].;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
506;1853187000506;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;CASTELNUOVO, Timotheo de – frei, [diretor do aldeamento de São Pedro de Alcântara];Solicita que auxilie o intérprete dos índios Coroados* na contratação de pessoas para a exploração dos toldos* de indígenas, conforme anteriormente autorizado.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
507;1853187000507;BR APPR PB 001;CORTEZ, Pedro de Siqueira – [SCE];NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita que alguns índios do aldeamento de Palmas (PR) sejam mandados para trabalhar na construção da estrada de Goio-em (RS), tendo em vista que fi cam bastante ociosos no dito aldeamento.;1;Guarapuava (PR);;;;Microfilme: rolo 759, flash 15, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
508;1853187000508;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica que expediu ordens para o pagamento das despesas do aldeamento do Chagu (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
509;1853187000509;BR APPR PB 001;BARROS, Lucas Antônio Monteiro de – inspetor interino da Tesouraria da Fazenda da província do Paraná;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa que, conforme ordens do destinatário, autorizou o pagamento das despesas feitas por Joaquim Antônio de Moraes Dutra, ex-diretor do extinto aldeamento do Chagu (PR).;1;Curitiba (PR);;;;Microfilme: rolo 759, flash 6, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
510;1853187000510;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;"Informa a chegada, ao aldeamento de São Pedro de Alcântara (PR), de pessoas vindas do Pirapó (PR) [aldeamento] que, em viagem, perderam objetos e uma canoa -  informa, também, que o ex- diretor, Joaquim Pinto de Queiroz Sarmento, e o administrador, Joaquim Antônio Teixeira, do aldeamento do Pirapó, deixaram o de São Pedro de Alcântara e foram para Curitiba (PR).";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
511;1853187000511;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomaz José] – diretor [da colônia militar] do Jataí;Aprova despesas apresentadas para o conserto da estrada entre a colônia militar do Jataí (PR) e o aldeamento de São Jerônimo(PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
512;1853187000512;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;SOUZA, Pedro Ribeiro de – [diretor do aldeamento de Palmas];Acusa recebimento de ofício trazido pelo cacique* Victorino Condá e informa que tomou as providências solicitadas: fardar, dar brindes* e ferramentas aos que acompanham o cacique*.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
513;1853187000513;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[LOPES, Joaquim Francisco] – diretor [do aldeamento] de São Jerônimo;Acusa recebimento de ofício com notícias sobre o aldeamento do Pirapó (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
514;1853187000514;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Ordena que seja suprido de mantimentos e ferramentas o [aldeamento] do Pirapó (PR) pelo de São Jerônimo (PR).;1;Curitiba (PR);;;;Original;Ver também o verbete 0515.;2024-11-18 22:55:31;2024-11-18 22:55:31
515;1853187000515;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[CASTELNUOVO, Timotheo de] – frei, diretor do aldeamento de São Pedro de Alcântara;Comunica ter expedido ordens para que a Repartição das Terras Públicas [e Colonização] mande suprir o aldeamento do Pirapó (PR) com mantimentos e ferramentas do aldeamento de São Jerônimo (PR), evitando que os 300 índios Guarani lá estabelecidos se desloquem para este último.;1;Curitiba (PR);;;;Original;Ver também o verbete 0514.;2024-11-18 22:55:31;2024-11-18 22:55:31
516;1853187000516;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Comunica que ainda não teve notícias do aldeamento do Pirapó (PR) e que, por esse motivo, não pode enviar informações precisas.;1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 766, flash 3, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
517;1853187000517;BR APPR PB 001;MENDONÇA, João Jacintho de – presidente da província de São Paulo;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;"Informa que chegou até a presidência de São Paulo o índio Cândido Venite, juntamente com outros índios Guarani, que dizem ter vindo do aldeamento de Nossa Senhora do Loreto do Pirapó (PR) para se estabelecerem no aldeamento de Salto Grande, localizado em Botucatu (SP) -  questiona qual a decisão do destinatário a esse respeito. Em anexo, cópias de três ofícios referentes ao assunto.";1;São Paulo (SP);;1862-05-06;;Microfilme: rolo 766, flash 1, cx. 4;A data mais antiga refere-se aos documentos em anexo.;2024-11-18 22:55:31;2024-11-18 22:55:31
518;1853187000518;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Informa que expediu ordens à Tesouraria da Fazenda da província do Paraná para que se efetue o pagamento de três contos, duzentos e nove mil e oitocentos e setenta e nove réis, gastos com o fornecimento de brindes* e alimentos aos índios Coroados* de Palmas (PR) e Jataí (PR) que estiveram em Curitiba (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
519;1853187000519;BR APPR PB 001;BARROS, Lucas Antônio Monteiro de – inspetor interino da Tesouraria da Fazenda da província do Paraná;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Apresenta as despesas feitas pelo delegado da Repartição das Terras Públicas [e Colonização] da província do Paraná com os índios Coroados* dos aldeamentos de Palmas (PR) e do Jataí (PR).;1;Curitiba (PR);;;;Microfilme: rolo 766, flash 2, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
520;1853187000520;BR APPR PB 001;SARMENTO, Joaquim Pinto de Queiroz – diretor do aldeamento do Pirapó;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;"Apresenta o resultado do exame que procedeu no aldeamento do Pirapó (PR), em que verifi cou os recursos naturais, o desenvolvimento moral, a comunicação com outras localidades, entre outros assuntos -  informa, também, o que acredita ser de urgente necessidade ao mesmo.";1;Curitiba (PR);;;;Microfilme: rolo 766, flash 2, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
521;1853187000521;BR APPR PB 001;MARTINS, José Antônio – administrador do Correio Geral da província do Paraná;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita nomeação interina de Timotheo de Castelnuovo para o cargo de agente do correio da agência que irá ser estabelecida no aldeamento de São Pedro de Alcântara (PR).;1;Curitiba (PR);;;;Microfilme: rolo 766, flash 1, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
522;1853187000522;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita esclarecimentos a respeito das terras que podem ser cultivadas pelos empregados do aldeamento de São Pedro de Alcântara (PR).;1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 785, flash 9, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
523;1853187000523;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;CASTELNUOVO, Timotheo – frei, diretor do aldeamento de São Pedro de Alcântara;Solicita que supra o aldeamento do Pirapó (PR) com os gêneros necessários para o seu sustento, tendo em vista que João Antônio de Siqueira, administrador do mesmo, informou não ter recebido nenhum tipo de auxílio de outros aldeamentos.;1;Curitiba (PR);;;;Original;Ver também o verbete 0525.;2024-11-18 22:55:31;2024-11-18 22:55:31
524;1853187000524;BR APPR PB 001;MUNIZ, Thomaz José – diretor da colônia militar do Jataí;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Acusa o recebimento de portaria ordenando a entrega de duas praças* de linha destacadas na colônia militar do Jataí (PR) ao intérprete dos índios Coroados*, Frutuoso Antônio de Moraes Dutra, sempre que este saia a serviço da catequese.;1;Colônia militar do Jataí (PR);;;;Microfilme: rolo 766, flash 3, cx. 4;Ver também o verbete 0502.;2024-11-18 22:55:31;2024-11-18 22:55:31
525;1853187000525;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Declara que expediu ordens ao frei Timotheo de Castelnuovo para que forneça os alimentos necessários ao pessoal do aldeamento do Pirapó (PR).;1;Curitiba (PR);;;;Original;Ver também o verbete 0523.;2024-11-18 22:55:31;2024-11-18 22:55:31
526;1853187000526;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica a liberação, pelo Ministério da Agricultura, da compra de pólvora, espoleta, espingardas e chumbo para o intérprete dos Coroados* e seu pessoal utilizarem na exploração dos toldos.*;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
527;1853187000527;BR APPR PB 001;MUNIZ, Thomas José – diretor da colônia militar do Jataí;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa que estão concluídos os trabalhos na estrada que liga a colônia militar do Jataí (PR) ao aldeamento de São Jerônimo (PR).;1;Colônia militar do Jataí (PR);;;;Microfilme: rolo 766, flash 3, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
528;1853187000528;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Acusa recebimento da relação de objetos subtraídos do aldeamento do Pirapó (PR) pelos índios Coroados*.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
529;1853187000529;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica ter levado ao conhecimento do Ministério da Agricultura as necessidades do aldeamento do Pirapó (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
530;1853187000530;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Autoriza expedição de ordem ao administrador do aldeamento do Pirapó (PR), João Antônio de Siqueira, para que o mesmo pague aos africanos livres* a quantia referente aos alimentos que forneceram para tal aldeamento.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
531;1853187000531;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Informa que ordenou o pagamento das despesas com o aldeamento do Pirapó (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
532;1853187000532;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Informa que expediu ordens à Tesouraria da Fazenda da província do Paraná para que sejam pagos os vencimentos do ex-assalariado do aldeamento do Pirapó (PR), Firmino de Oliveira e Mello.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
533;1853187000533;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;"Comunica estar ciente da autorização dada ao intérprete dos índios Coroados*, Frutuoso Antônio de Moraes Dutra, de contratar quatro indivíduos para o acompanharem na exploração do território destes índios -  informa também que muitas pessoas no aldeamento de São Pedro de Alcântara (PR) estão doentes.";1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 759, flash 22, cx. 4;Ver também o verbete 0548.;2024-11-18 22:55:31;2024-11-18 22:55:31
534;1853187000534;BR APPR PB 001;BARROS, Lucas Antônio Monteiro de – inspetor da Tesouraria da Fazenda da província do Paraná;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa sobre o pagamento ao ex-diretor do aldeamento do Pirapó (PR), Joaquim Pinto de Queiroz Sarmento, dos vencimentos dos empregados daquele estabelecimento de janeiro a abril de 1862.;1;Curitiba (PR);;;;Microfilme: rolo 759, flash 20, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
535;1853187000535;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Comunica que o Ministério da Agricultura negou o pedido de aumento dos vencimentos solicitado pelo intérprete dos índios Coroados*, Frutuoso Antônio de Moraes Dutra.;1;Curitiba (PR);;;;Original;Ver também os verbetes 0636, 0815 e 1199.;2024-11-18 22:55:31;2024-11-18 22:55:31
536;1853187000536;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;"Comunica que o Ministério da Agricultura negou que se conceda ao cacique* Victorino Condá e alguns de seus companheiros, soldo, gratifi cações militares e uso de uniformes -  solicita que seja averiguado se as terras dos índios comandados por Condá foram invadidas ou usurpadas.";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
537;1853187000537;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomas José] – diretor da colônia [militar] do Jataí;Pede que declare o motivo pelo qual se opõe à continuação das roças dos empregados do aldeamento de São Pedro de Alcântara (PR) do lado direito do rio Tibagi (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
538;1853187000538;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa sobre a boa conduta do intérprete do índios, Frutuoso Antônio de Moraes Dutra, alvo de reclamações por parte de Joaquim Francisco Lopes, diretor do aldeamento do Pirapó (PR).;1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 759, flash 22, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
539;1853187000539;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita um mês de licença para ir até Curitiba (PR) a fi m de esclarecer as despesas que teve com o aldeamento do qual é diretor, e que não lhe foram pagas por falta de recibos.;1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 759, flash 22, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
540;1853187000540;BR APPR PB 001;MARTINS, José Antônio – administrador do Correio Geral da província do Paraná;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa que expedirá as convenientes ordens para que a linha de correio entre Castro (PR) e o aldeamento de São Pedro de Alcântara (PR) passe também pela freguesia de Tibagi (PR).;1;Curitiba (PR);;;;Microfilme: rolo 759, flash 19, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
541;1853187000541;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Pede parecer sobre as despesas feitas com o aldeamento do Chagu (PR) apresentadas pelo brigadeiro Francisco Ferreira da Rocha Loures.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
542;1853187000542;BR APPR PB 001;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;"Informa que alguns índios e camaradas,* juntamente com [Jocelim] Morocines Borba e Frutuoso Antônio de Moraes Dutra, foram investigar o local onde estão acampados os índios Coroados* -  comunica, também, que está seguindo para o aldeamento do Pirapó (PR) para tomar algumas providências.";1;Aldeamento de São Pedro de Alcântara (PR);;;;Microfilme: rolo 766, flash 7, cx. 4;Ver também os verbetes 0545, 0566, 0572 e 0590.;2024-11-18 22:55:31;2024-11-18 22:55:31
543;1853187000543;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomas José] – diretor da colônia [militar] do Jataí;"Informa que ainda não possui autorização para atender o pedido de contratação de um ferreiro para a colônia do Jataí (PR), mas que já tomou as providências para que o pedido de 40 machados e foices seja atendido -  comunica, também, que solicitou ao diretor do aldeamento de São Pedro de Alcântara (PR) que facilite provisoriamente o uso da ferraria desse estabelecimento para o conserto de ferramentas daquela colônia.";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
544;1853187000544;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomas José] – diretor da colônia [militar] do Jataí;"Acusa recebimento de ofício onde o destinatário declara a difi culdade de liberar duas praças* para acompanharem o intérprete dos índios Coroados*, por só existirem quatro na colônia do Jataí (PR) -  informa que as praças devem ser liberadas assim que possível.";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
545;1853187000545;BR APPR PB 001;MUNIZ, Thomaz José – diretor da colônia militar do Jataí;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Informa que duas praças* destacadas na colônia que dirige, Honório Gomes Pereira e Amálio Gonçalves dos Santos, partiram, juntamente com outras pessoas do aldeamento de São Pedro de Alcântara (PR), para investigar o local em que estão acampados os índios Coroados*.;1;Colônia militar do Jataí (PR);;;;Microfilme: rolo 766, flash 7, cx. 4;Ver também os verbetes 0542, 0566, 0572 e 0590.;2024-11-18 22:55:31;2024-11-18 22:55:31
546;1853187000546;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;"Responde ao ofício solicitando-lhe providências para que seja efetuada a mudança do aldeamento do Pirapó (PR) para um lugar mais salubre -  informa que será entregue a ambulância* solicitada, entregará a quantia de 10 contos de réis para distribuir entre os aldeamentos de São Jerônimo (PR), São Pedro de Alcântara (PR) e Pirapó (PR) e que determinou aos diretores desses dois primeiros aldeamentos que prestem o auxílio necessário para a mudança.";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
547;1853187000547;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[LOPES, Joaquim Francisco] – diretor [do aldeamento] de São Jerônimo;Manda que se dê o necessário auxílio ao ofi cial da Repartição das Terras Públicas [e Colonização] da província do Paraná, Emílio Nunes Correa de Menezes, no que solicitar para a mudança do aldeamento do Pirapó (PR) para um local mais salubre.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
548;1853187000548;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;CASTELNUOVO, Timotheo de – frei, diretor do aldeamento de São Pedro de Alcântara;Comunica que tomará as providências necessárias com relação ao ofício enviado pelo destinatário em 12/06/1862.;1;Curitiba (PR);;;;Original;Ver também o verbete 0533.;2024-11-18 22:55:31;2024-11-18 22:55:31
549;1853187000549;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[LOURES, Francisco Ferreira da Rocha] – diretor-geral dos índios da província do Paraná;"Comunica que o subdelegado de polícia de Palmas (PR) informou ao chefe de polícia da província do Paraná sobre ferimentos causados em um indivíduo em Porto da União (PR) por índios Botocudos* -  pede que procure conquistar a confi ança desses índios, que sejam aldeados, brindados* e que permita a ida para Curitiba (PR) do cacique* Victorino Condá com mais dois outros caciques ou pessoas de sua confi ança.";1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
550;1853187000550;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MEIRELLES, Cândido Rodrigues Soares de] – delegado da Repartição das Terras Públicas e Colonização da província do Paraná;Remete e solicita que sejam entregues ao ofi cial da Repartição das Terras Públicas [e Colonização] da província do Paraná, encarregado da mudança de local do aldeamento do Pirapó (PR), a ambulância* e o diretório* de aplicação dos remédios.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
551;1853187000551;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[CASTELNUOVO, Timotheo de] – diretor do aldeamento de São Pedro de Alcântara;Concede permissão para que o diretor do aldeamento de São Pedro de Alcântara (PR) venha a Curitiba (PR) para tratar da liquidação das contas desse estabelecimento.;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
552;1853187000552;BR APPR PB 001;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;[MUNIZ, Thomas José] – diretor da colônia militar do Jataí;Acusa recebimento de ofício informando a conclusão dos consertos na estrada entre a colônia do Jataí (PR) e o aldeamento de São Jerônimo (PR).;1;Curitiba (PR);;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
553;1853187000553;BR APPR PB 001;MUNIZ, Thomaz José – diretor da colônia militar do Jataí;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Expõe os motivos por não ter permitido que os empregados do aldeamento de São Pedro de Alcântara (PR) façam roças nos terrenos da colônia que dirige.;1;Colônia militar do Jataí (PR);;;;Microfilme: rolo 766, flash 7, cx. 4;;2024-11-18 22:55:31;2024-11-18 22:55:31
554;1853187000554;BR APPR PB 001;RIBAS, Lourenço Marcondes – delegado de polícia de Castro;NOGUEIRA, Antônio Barbosa Gomes – presidente da província do Paraná;Solicita reembolso de dez mil réis que deu ao intérprete dos índios Coroados*, Frutuoso Antônio de Moraes Dutra, quando esse seguia para Curitiba (PR) juntamente com aqueles índios.;1;Castro (PR);;;;Microfilme: rolo 766, flash 5, cx. 4;Ver também o verbete 0492.;2024-11-18 22:55:31;2024-11-18 22:55:31
